First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Dennis,Hallman,Superman,"5' 9""",155 lbs.,"72.0""",Orthodox,53,20,2,
Piotr,Hallmann,Pletwal,"5' 9""",155 lbs.,"71.0""",Orthodox,18,6,0,
Tony,Halme,,"6' 3""",300 lbs.,--,Orthodox,0,4,0,
Brandon,Halsey,Bull,"6' 0""",185 lbs.,--,,9,3,0,
John,Halverson,The Hurricane,"5' 9""",155 lbs.,--,Southpaw,16,8,0,
Seo Hee,Ham,,"5' 2""",115 lbs.,"62.0""",Southpaw,17,8,0,
Frank,Hamaker,,--,--,--,,1,0,0,
Kazuhiro,Hamanaka,,"6' 0""",185 lbs.,--,Southpaw,5,7,1,
Rami,Hamed,,--,170 lbs.,--,,12,3,0,
Matt,Hamill,The Hammer,"6' 1""",205 lbs.,"76.0""",Orthodox,12,8,0,
Jeremy,Hamilton,Hawk,--,185 lbs.,--,,9,2,0,
Anthony,Hamilton,Freight Train,"6' 5""",260 lbs.,"76.0""",Orthodox,15,9,0,
CJ,Hamilton,The Autobot,"5' 7""",125 lbs.,"68.0""",Switch,11,4,0,
Jared,Hamman,The Messenger,"6' 3""",185 lbs.,"75.0""",Orthodox,14,6,0,
James,Hammortree,The Sledge,"6' 3""",185 lbs.,--,Orthodox,6,3,0,
Dean,Hancock,The Hammer,--,155 lbs.,--,,2,1,0,
Chad,Hanekom,Superman,--,185 lbs.,--,,9,2,0,
Joachim,Hansen,Hellboy,"5' 7""",150 lbs.,--,Southpaw,23,14,1,
Kay,Hansen,,"5' 2""",115 lbs.,"63.0""",Orthodox,7,6,0,
Nasrat,Haqparast,,"5' 10""",155 lbs.,"72.0""",Southpaw,14,5,0,
Shin,Haraguchi,,"5' 6""",155 lbs.,"68.0""",Switch,6,0,0,
Janay,Harding,Hollowpoint,--,135 lbs.,--,,2,3,0,
Antoni,Hardonk,,"6' 4""",245 lbs.,"78.0""",Orthodox,8,6,0,
George,Hardwick,,--,155 lbs.,--,,12,1,0,
Dan,Hardy,The Outlaw,"6' 0""",170 lbs.,"74.0""",Orthodox,25,10,0,
Veronica,Hardy,,"5' 4""",125 lbs.,"64.0""",Southpaw,7,4,1,
Greg,Hardy,Prince of War,"6' 5""",265 lbs.,"80.0""",Orthodox,7,5,0,
Tobias,Harila,Bad Intention,--,--,--,,12,3,0,
Baru,Harn,Seiryu,--,265 lbs.,--,,1,2,0,
Scott,Harper,,"6' 0""",185 lbs.,--,Orthodox,12,7,0,
Josiah,Harrell,Muscle Hamster,"5' 7""",170 lbs.,"68.0""",Southpaw,7,0,0,
Gerry,Harris,,"6' 8""",270 lbs.,--,Orthodox,1,4,0,
Gerald,Harris,,"5' 11""",185 lbs.,"77.0""",Southpaw,23,5,0,
Phil,Harris,Billy,"5' 4""",125 lbs.,"65.0""",Orthodox,22,12,0,
Walt,Harris,The Big Ticket,"6' 5""",250 lbs.,"77.0""",Southpaw,13,10,0,
Dhafir,Harris,Dada 5000,--,257 lbs.,--,,2,0,0,
Trevor,Harris,,"5' 6""",145 lbs.,--,,2,2,0,
Carlston,Harris,Mocambique,"6' 0""",170 lbs.,"76.0""",Orthodox,18,5,0,
Collin,Hart,,"6' 1""",185 lbs.,--,Orthodox,6,3,1,
Dale,Hartt,,"5' 10""",155 lbs.,"69.0""",Orthodox,6,3,0,
Luke,Hartwig,,--,--,--,,0,1,0,
Clay,Harvison,Bushwacker,"6' 1""",170 lbs.,"74.0""",Orthodox,13,6,0,
Hidehiko,Hasegawa,,"5' 9""",170 lbs.,--,,19,20,6,
Chris,Haseman,The Hammer,"5' 11""",205 lbs.,--,Orthodox,20,17,0,
Takayo,Hashi,,"5' 4""",135 lbs.,--,Orthodox,15,6,1,
Tomohiko,Hashimoto,,"6' 0""",250 lbs.,--,Orthodox,1,4,0,
Justin,Haskins,,"5' 10""",170 lbs.,--,Orthodox,7,6,0,
Hayder,Hassan,Hulk,"5' 10""",170 lbs.,--,,6,3,0,
Ahmad,Hassanzada,Lion of the Ring,"6' 1""",155 lbs.,"75.0""",Orthodox,10,2,0,
Daiki,Hata,DJ Taiki,"5' 6""",139 lbs.,--,Orthodox,17,11,7,
John,Hathaway,The Hitman,"6' 1""",170 lbs.,"75.0""",Orthodox,17,2,0,
Phil,Hawes,No Hype,"6' 0""",185 lbs.,"77.0""",Orthodox,12,5,0,
Justin,Hawes,The Hawk,"5' 11""",205 lbs.,--,,6,9,0,
Chris,Hawk,,"6' 1""",205 lbs.,--,,5,10,0,
Del,Hawkins,The Filipino Delight,"5' 5""",135 lbs.,--,Orthodox,22,17,0,
Tommy,Hayden,Wild Card,"5' 9""",145 lbs.,--,Southpaw,11,3,0,
Mike,Hayes,,"6' 4""",230 lbs.,--,Orthodox,20,12,2,
Ryan,Hayes,,--,--,--,,7,6,0,
Gerric,Hayes,,"5' 10""",--,--,,8,11,0,
Josh,Haynes,Bring the Pain,"5' 9""",170 lbs.,--,Orthodox,14,11,0,
Dustin,Hazelett,McLovin,"6' 1""",170 lbs.,"76.0""",Orthodox,12,7,0,
James,Head,,"6' 1""",170 lbs.,"73.0""",Orthodox,9,4,0,
Pat,Healy,Bam Bam,"6' 0""",155 lbs.,"72.0""",Orthodox,34,23,0,
Ryan,Healy,The Irish Assassin,"6' 1""",155 lbs.,--,Orthodox,25,14,1,
Spencer,Hearns,,"5' 11""",185 lbs.,--,,1,0,0,
David,Heath,,"5' 11""",205 lbs.,"72.0""",Orthodox,18,7,0,
Chris,Heatherly,Stump,"5' 9""",155 lbs.,--,Orthodox,9,4,0,
Jake,Hecht,Hitman,"6' 0""",170 lbs.,"73.0""",Orthodox,11,4,0,
Nick,Hein,Sergeant,"5' 6""",155 lbs.,"66.0""",Southpaw,14,5,0,
Ian,Heinisch,The Hurricane,"5' 11""",185 lbs.,"72.0""",Orthodox,14,5,0,
Marcin,Held,,"5' 9""",155 lbs.,"71.0""",Orthodox,23,7,0,
Delson,Heleno,Pe De Chumbo,"5' 11""",185 lbs.,--,Orthodox,29,10,0,
Matt,Helm,,--,155 lbs.,--,,1,1,0,
Elisha,Helsper,Knuckles,"5' 6""",135 lbs.,--,Orthodox,0,4,0,
Dan,Henderson,Hendo,"5' 11""",185 lbs.,"74.0""",Orthodox,32,15,0,
Benson,Henderson,Smooth,"5' 9""",170 lbs.,"70.0""",Southpaw,24,7,0,
Ron,Henderson,,"5' 10""",125 lbs.,--,,4,3,0,
Josh,Hendricks,,"6' 2""",235 lbs.,--,Southpaw,19,11,0,
Johny,Hendricks,Bigg Rigg,"5' 9""",185 lbs.,"69.0""",Southpaw,18,8,0,
Cory,Hendricks,,"6' 3""",205 lbs.,--,,3,1,0,
Luis,Henrique,KLB,"6' 2""",243 lbs.,"74.0""",Orthodox,10,5,0,
Jose,Henrique,Canela,"6' 3""",170 lbs.,"79.0""",Orthodox,5,1,0,
Diego,Henrique da Silva,Gaucho,"6' 2""",185 lbs.,--,Orthodox,8,4,0,
Danny,Henry,The Hatchet,"6' 0""",145 lbs.,"73.0""",Orthodox,12,4,0,
Victor,Henry,La Mangosta,"5' 7""",135 lbs.,"68.0""",Switch,23,6,0,
TJ,Hepburn,The Carnivore,"5' 7""",155 lbs.,--,,4,2,0,
Jai,Herbert,Black Country Banger,"6' 1""",155 lbs.,"77.0""",Orthodox,12,4,1,
Ed,Herman,Short Fuse,"6' 1""",205 lbs.,"77.0""",Orthodox,27,16,0,
Dave,Herman,,"6' 4""",242 lbs.,"77.0""",Orthodox,22,6,0,
Jack,Hermansson,The Joker,"6' 1""",185 lbs.,"77.0""",Orthodox,23,8,0,
Noe,Hernandez,,--,--,--,Orthodox,5,5,0,
Joe,Hernandez,,--,--,--,,0,1,0,
Ramiro,Hernandez,Junior,"5' 9""",135 lbs.,--,Orthodox,19,9,0,
Alexander,Hernandez,The Great Ape,"5' 9""",155 lbs.,"72.0""",Orthodox,14,6,0,
Anthony,Hernandez,Fluffy,"6' 0""",185 lbs.,"75.0""",Orthodox,11,2,0,
Nohelin,Hernandez,Suave,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,0,
Carlos,Hernandez,,"5' 8""",125 lbs.,"67.0""",Orthodox,9,2,0,
Paul,Herrera,The Bone Crusher,"5' 10""",185 lbs.,--,Orthodox,1,1,0,
Chris,Herrera,The Crusher,"5' 10""",185 lbs.,--,,3,2,1,
Geane,Herrera,La Pulga,"5' 5""",125 lbs.,"66.0""",Orthodox,9,3,0,
Alvaro,Herrera Mendoza,Chango,"6' 0""",155 lbs.,"74.0""",Orthodox,9,6,0,
Felice,Herrig,Lil Bulldog,"5' 4""",115 lbs.,"65.0""",Orthodox,14,10,0,
Heath,Herring,The Texas Crazy Horse,"6' 4""",250 lbs.,"78.0""",Orthodox,28,16,0,
Jon,Hess,,"6' 7""",295 lbs.,--,,1,1,0,
Clint,Hester,Headbussa,"6' 2""",205 lbs.,"77.0""",Orthodox,11,6,0,
Brandon,Hester,The Beast,"6' 1""",205 lbs.,--,,3,0,0,
Jimy,Hettes,The Kid,"5' 9""",145 lbs.,"71.0""",Southpaw,11,3,0,
Conor,Heun,Hurricane,"5' 10""",155 lbs.,--,Orthodox,9,5,0,
Marcus,Hicks,The Wrecking Ball,"5' 6""",155 lbs.,"64.0""",Southpaw,10,4,0,
Jay,Hieron,The Thoroughbred,"6' 0""",170 lbs.,"75.0""",Orthodox,23,7,0,
Brady,Hiestand,,"5' 8""",135 lbs.,"71.0""",Orthodox,8,2,0,
Lee,Higgins,,--,155 lbs.,--,,2,1,0,
Jason,High,The Kansas City Bandit,"5' 8""",155 lbs.,"73.0""",Southpaw,21,6,0,
Richie,Hightower,The Dirty Samurai,"5' 8""",170 lbs.,--,Orthodox,8,4,0,
Alex,Higley,,"5' 10""",145 lbs.,--,,4,3,0,
Corey,Hill,,"6' 4""",155 lbs.,"80.0""",Orthodox,6,9,0,
Isaiah,Hill,,"5' 10""",155 lbs.,--,,5,7,1,
Angela,Hill,Overkill,"5' 3""",115 lbs.,"64.0""",Orthodox,15,13,0,
Tyler,Hill,,"6' 3""",170 lbs.,--,Switch,8,2,0,
Jamahal,Hill,Sweet Dreams,"6' 4""",205 lbs.,"79.0""",Southpaw,12,1,0,
Kailan,Hill,,"6' 1""",185 lbs.,"77.0""",Southpaw,4,1,0,
Branden Lee,Hinkle,The Iron Lion,"6' 3""",235 lbs.,--,Orthodox,17,11,0,
Hatsu,Hioki,,"5' 11""",145 lbs.,"73.0""",Orthodox,29,10,2,
Alan,Hiro,Yamaniha,"5' 5""",135 lbs.,--,Orthodox,14,5,4,
Kuniyoshi,Hironaka,,"5' 10""",168 lbs.,"70.0""",Orthodox,23,9,0,
Mizuto,Hirota,Pugnus,"5' 7""",155 lbs.,"67.0""",Orthodox,18,10,2,
Yuji,Hisamatsu,,"5' 10""",185 lbs.,--,,16,22,6,
Kwan,Ho Kwak,,"5' 5""",135 lbs.,--,Switch,9,2,0,
Matt,Hobar,The Crowbar,"5' 10""",135 lbs.,"70.0""",Southpaw,9,3,0,
Bobby,Hoffman,The Truth,"6' 2""",245 lbs.,--,Orthodox,36,10,1,
Chris,Hofmann,,"6' 0""",170 lbs.,"72.0""",Orthodox,9,2,0,
Sam,Hoger,The Alaskan Assassin,"6' 2""",205 lbs.,--,Orthodox,10,4,0,
Andrew,Holbrook,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,3,0,
Sean,Holden,,"5' 10""",170 lbs.,--,,5,2,0,
Chris,Holdsworth,,"5' 11""",135 lbs.,--,,6,0,0,
Kevin,Holland,Trailblazer,"6' 3""",170 lbs.,"81.0""",Orthodox,24,9,0,
Roger,Hollett,The Hulk,"5' 11""",205 lbs.,--,Orthodox,13,5,0,
Max,Holloway,Blessed,"5' 11""",145 lbs.,"69.0""",Orthodox,24,7,0,
Gabrielle,Holloway,Gabanator,"5' 3""",145 lbs.,--,,6,5,0,
Jeremie,Holloway,Hit Em,"6' 0""",170 lbs.,--,,8,3,0,
Holly,Holm,The Preacher's Daughter,"5' 8""",135 lbs.,"69.0""",Southpaw,15,7,0,
Rex,Holman,Big Dog,"6' 3""",205 lbs.,--,Southpaw,4,2,0,
Joseph,Holmes,Uglyman Joe,"6' 4""",185 lbs.,"80.0""",Orthodox,8,4,0,
Kurt,Holobaugh,,"5' 11""",155 lbs.,"70.0""",Orthodox,17,7,0,
Paddy,Holohan,The Hooligan,"5' 10""",125 lbs.,"69.0""",Orthodox,12,2,1,
Ben,Holscher,The Teacher,"5' 11""",155 lbs.,--,,4,0,0,
Mark,Holst,Boots,"6' 0""",155 lbs.,--,Orthodox,12,6,0,
Scott,Holtzman,Hot Sauce,"5' 9""",155 lbs.,"69.0""",Orthodox,14,6,0,
Sabah,Homasi,,"6' 0""",170 lbs.,"72.0""",Orthodox,11,8,0,
Mark,Hominick,The Machine,"5' 8""",145 lbs.,"68.0""",Orthodox,20,12,0,
Barb,Honchak,Little Warrior,"5' 4""",125 lbs.,"65.0""",Orthodox,10,4,0,
Chris,Honeycutt,The Cutt,"5' 10""",170 lbs.,"73.0""",,9,1,0,
JunYoung,Hong,Drunken Red,"5' 8""",145 lbs.,"69.0""",Orthodox,11,7,1,
SeongChan,Hong,Honey Badger,"5' 7""",155 lbs.,"69.0""",Orthodox,9,2,0,
Satoshi,Honma,,"6' 1""",205 lbs.,--,Orthodox,4,6,3,
David,Hood,,"6' 0""",200 lbs.,--,,1,3,0,
Lorenzo,Hood,Dream Killer,"6' 3""",265 lbs.,"80.0""",Southpaw,14,5,0,
Dan,Hooker,The Hangman,"6' 0""",155 lbs.,"75.0""",Switch,23,12,0,
Chase,Hooper,The Dream,"6' 1""",155 lbs.,"74.0""",Southpaw,12,3,1,
Darrell,Horcher,The Saint,"5' 10""",155 lbs.,"70.0""",Southpaw,13,4,0,
Moti,Horenstein,,"6' 4""",230 lbs.,--,Orthodox,1,6,0,
Yoshinori,Horie,,"5' 8""",145 lbs.,"70.0""",Orthodox,8,2,0,
Kyoji,Horiguchi,,"5' 5""",125 lbs.,"66.0""",Orthodox,19,2,0,
Yuma,Horiuchi,Ichiban,"5' 6""",125 lbs.,"67.0""",Switch,9,5,0,
Jeremy,Horn,Gumby,"6' 1""",185 lbs.,"74.0""",Orthodox,91,22,5,
Matt,Horning,Horndog,"5' 4""",125 lbs.,--,,20,25,0,
Chris,Horodecki,The Polish Hammer,"5' 9""",155 lbs.,"69.0""",Orthodox,21,7,1,
Jamey-Lyn,Horth,,"5' 7""",135 lbs.,"66.0""",Orthodox,6,0,0,
Matt,Horwich,Suave,"6' 1""",185 lbs.,--,Orthodox,30,25,1,
John,Hosman,,"5' 10""",135 lbs.,--,Southpaw,18,8,1,
Saeed,Hosseini,,--,--,--,,0,1,0,
Jeff,Hougland,Hellbound,"5' 7""",135 lbs.,"68.0""",Orthodox,10,6,0,
Trey,Houston,,"5' 11""",185 lbs.,--,,11,4,0,
Jamie,Houston,,--,185 lbs.,--,,3,0,0,
Brian,Houston,B-Hue,"6' 2""",185 lbs.,--,Orthodox,4,6,0,
Harold,Howard,,"6' 2""",240 lbs.,--,Orthodox,1,3,0,
John,Howard,Doomsday,"5' 7""",170 lbs.,"72.0""",Orthodox,24,13,0,
Shane,Howell,,"5' 8""",125 lbs.,--,Orthodox,13,10,0,
Hu,Yaozong,Totoro,"6' 3""",185 lbs.,"72.0""",Orthodox,3,3,0,
Carlos,Huachin,Perro Malo,"5' 4""",135 lbs.,"67.0""",Southpaw,10,5,1,
Brady,Huang,The Kung Fu Warrior,"5' 9""",135 lbs.,"69.0""",Orthodox,11,2,0,
Austin,Hubbard,Thud,"5' 10""",155 lbs.,"71.0""",Orthodox,13,6,0,
Collin,Huckbody,All In,"6' 3""",185 lbs.,"76.0""",Orthodox,8,2,0,
Alex,Huddleston,The Shaved Gorilla,"6' 7""",254 lbs.,--,,6,2,0,
Roger,Huerta,El Matador,"5' 9""",155 lbs.,"70.0""",Orthodox,23,9,1,
Casey,Huffman,Hellbent,"6' 3""",185 lbs.,--,,3,1,0,
Matt,Hughes,,"5' 9""",170 lbs.,"73.0""",Switch,45,9,0,
Mark,Hughes,,"5' 9""",205 lbs.,--,Southpaw,6,2,0,
Jeff,Hughes,Lights Out,"6' 2""",250 lbs.,"77.0""",Orthodox,10,4,0,
Sam,Hughes,Sampage,"5' 5""",115 lbs.,"64.0""",Orthodox,8,5,0,
David,Hulett,Hollywood,"5' 10""",170 lbs.,--,,22,10,0,
Bryan,Humes,,--,265 lbs.,--,,6,2,0,
Abongo,Humphrey,,"5' 11""",205 lbs.,--,Orthodox,7,3,0,
Harry,Hunsucker,The Hurricane,"6' 2""",205 lbs.,"75.0""",Orthodox,7,6,0,
Mark,Hunt,Super Samoan,"5' 10""",265 lbs.,"72.0""",Orthodox,13,14,1,
Alex,Hunter,,"5' 9""",226 lbs.,--,Orthodox,2,0,0,
Adam,Hunter,Warhammer,"6' 1""",185 lbs.,--,Orthodox,7,1,0,
Joe,Hurley,,"5' 8""",155 lbs.,--,,12,5,0,
Solomon,Hutcherson,King,"5' 11""",185 lbs.,--,Southpaw,11,7,0,
Young,Hwang,,"5' 9""",135 lbs.,--,,8,5,0,
,,,,,,,,,,
Al,Iaquinta,Raging,"5' 10""",155 lbs.,"70.0""",Orthodox,14,7,1,
Khadis,Ibragimov,,"6' 3""",205 lbs.,"78.0""",Orthodox,8,4,0,
Minoki,Ichihara,,"5' 7""",178 lbs.,--,Orthodox,0,1,0,
Dan,Ige,50K,"5' 7""",145 lbs.,"71.0""",Orthodox,17,6,0,
Valeri,Ignatov,,"5' 9""",170 lbs.,--,Orthodox,1,2,0,
Sergey,Ignatov,,"5' 9""",210 lbs.,--,Orthodox,0,1,0,
Fabiano,Iha,,"5' 8""",155 lbs.,--,Orthodox,9,5,0,
Seichi,Ikemoto,,"5' 11""",168 lbs.,--,Orthodox,21,19,5,
Mikhail,Iloukhine,,"5' 9""",205 lbs.,--,Orthodox,30,11,1,
Zelim,Imadaev,,"6' 0""",170 lbs.,"76.0""",Orthodox,8,3,0,
Yusuke,Imamura,,"5' 8""",220 lbs.,--,Orthodox,2,6,0,
Masakazu,Imanari,,"5' 4""",139 lbs.,--,Southpaw,36,16,2,
Nassourdine,Imavov,,"6' 3""",185 lbs.,"75.0""",Orthodox,12,4,0,
Brad,Imes,Hillbilly Heartthrob,"6' 7""",265 lbs.,--,Orthodox,13,7,0,
Chris,Indich,,"5' 10""",170 lbs.,--,,6,4,0,
Chris,Inman,,--,--,--,,1,0,0,
Guto,Inocente,,"6' 3""",205 lbs.,--,Orthodox,7,4,0,
Enson,Inoue,Yamato Damashii,"5' 10""",210 lbs.,--,Orthodox,12,8,0,
Egan,Inoue,,"5' 9""",190 lbs.,--,Southpaw,13,8,0,
Katsuya,Inoue,,"5' 9""",168 lbs.,--,Southpaw,19,9,4,
Takeshi,Inoue,Lion,"5' 8""",145 lbs.,--,,23,10,0,
Naoki,Inoue,,"5' 9""",125 lbs.,"71.0""",Orthodox,11,1,0,
Inoue,Mizuki,,"5' 3""",125 lbs.,"65.0""",Orthodox,14,6,0,
Jorge,Interiano,,"6' 1""",205 lbs.,--,,4,3,0,
Jason,Ireland,The Irish Tornado,"5' 9""",161 lbs.,--,Southpaw,19,9,1,
James,Irvin,The Sandman,"6' 2""",205 lbs.,"75.0""",Orthodox,17,10,0,
Eric,Irvin,,"5' 8""",155 lbs.,--,,11,4,0,
Mitsuhiro,Ishida,The Endless Warrior,"5' 6""",154 lbs.,--,Southpaw,20,8,1,
Teruto,Ishihara,Yashabo,"5' 7""",135 lbs.,"69.0""",Southpaw,10,7,2,
Satoshi,Ishii,,"5' 11""",240 lbs.,--,Orthodox,15,8,1,
Yuki,Ishikawa,,"5' 11""",205 lbs.,--,Orthodox,0,2,0,
Eiji,Ishikawa,,"5' 10""",170 lbs.,--,,29,24,3,
Tokimitsu,Ishizawa,Kendo Ka Shin,"6' 0""",185 lbs.,--,Orthodox,1,5,1,
Damir,Ismagulov,Qazaq,"5' 10""",155 lbs.,"74.0""",Orthodox,24,3,0,
Wallid,Ismail,,"5' 7""",205 lbs.,--,Orthodox,9,3,0,
Leandro,Issa,Brodinho,"5' 7""",135 lbs.,"69.0""",Orthodox,13,6,0,
Blagoy,Ivanov,Baga,"5' 11""",250 lbs.,"73.0""",Southpaw,19,6,0,
Anthony,Ivy,Aquaman,"6' 2""",185 lbs.,"74.0""",Orthodox,8,4,0,
Tomomi,Iwama,,"5' 3""",155 lbs.,--,Orthodox,9,6,2,
Tatsuya,Iwasaki,,"5' 9""",205 lbs.,--,Orthodox,0,1,0,
Yoislandy,Izquierdo,Cuba,"5' 11""",155 lbs.,--,Southpaw,10,4,0,
Hiroshi,Izumi,,--,205 lbs.,--,Orthodox,4,2,0,
,,,,,,,,,,
Yves,Jabouin,Tiger,"5' 7""",135 lbs.,"68.0""",Orthodox,20,11,0,
Kevin,Jackson,,"5' 10""",199 lbs.,--,Switch,4,2,0,
Eugene,Jackson,The Wolf,"5' 8""",185 lbs.,--,Orthodox,15,9,1,
Quinton,Jackson,Rampage,"6' 1""",205 lbs.,"73.0""",Orthodox,37,12,0,
Jeremy,Jackson,Scorpion,"5' 10""",170 lbs.,--,Orthodox,9,5,0,
Damon,Jackson,Action,"5' 11""",145 lbs.,"71.0""",Switch,22,5,1,
Kenyon,Jackson,,"6' 0""",185 lbs.,--,,4,3,0,
Mike,Jackson,The Truth,"6' 2""",170 lbs.,"74.0""",Orthodox,1,2,0,
Jason,Jackson,Jah-Son,"6' 1""",170 lbs.,"78.0""",Orthodox,7,2,0,
Montel,Jackson,Quik,"5' 10""",135 lbs.,"75.0""",Southpaw,13,2,0,
Eric,Jacob,,--,155 lbs.,--,,1,9,0,
Richard,Jacobi,,"6' 4""",260 lbs.,"75.0""",Orthodox,6,1,1,
Dustin,Jacoby,The Hanyak,"6' 3""",205 lbs.,"76.0""",Orthodox,18,7,1,
Justin,James,,"5' 10""",155 lbs.,--,Orthodox,13,7,0,
Nate,James,,"6' 0""",185 lbs.,--,,14,8,1,
Virna,Jandiroba,Carcara,"5' 3""",115 lbs.,"64.0""",Orthodox,19,3,0,
Ryan,Janes,,"6' 3""",185 lbs.,"76.0""",Orthodox,10,3,0,
Josh,Janousek,,"5' 11""",185 lbs.,--,Orthodox,8,1,0,
Dave,Jansen,,"5' 9""",155 lbs.,"73.0""",Orthodox,20,4,0,
Jaime,Jara,El Cucui,"6' 1""",205 lbs.,--,Southpaw,38,18,0,
Gigo,Jara,The Little Animal,"5' 9""",145 lbs.,--,,6,9,0,
Keith,Jardine,The Dean of Mean,"6' 2""",185 lbs.,"76.0""",Orthodox,17,11,2,
Brock,Jardine,The Machine,"5' 11""",170 lbs.,--,Orthodox,12,6,0,
Josh,Jarvis,,--,--,--,,1,4,0,
Rony,Jason,,"5' 7""",145 lbs.,"73.0""",Orthodox,14,7,0,
Jasmine,Jasudavicius,,"5' 7""",125 lbs.,"68.0""",Orthodox,9,2,0,
Louis,Jauregui,,"5' 7""",170 lbs.,--,,4,2,0,
Yazmin,Jauregui,,"5' 3""",115 lbs.,"64.0""",Orthodox,10,1,0,
Justin,Jaynes,The Guitar Hero,"5' 7""",145 lbs.,"68.0""",Orthodox,16,8,0,
Joanna,Jedrzejczyk,,"5' 6""",115 lbs.,"65.0""",Orthodox,16,5,0,
Aaron,Jeffery,,"6' 2""",185 lbs.,"73.0""",Orthodox,10,3,0,
Trent,Jenkins,,"6' 2""",185 lbs.,--,,0,4,0,
Bubba,Jenkins,The Highlight Kid,"5' 7""",145 lbs.,--,,11,4,0,
Adrienna,Jenkins,AJ,"5' 8""",145 lbs.,--,,19,6,0,
Brandon,Jenkins,The Human Highlight Reel,"6' 0""",155 lbs.,"71.0""",Switch,15,9,0,
Jack,Jenkins,Phar,"5' 7""",145 lbs.,"68.0""",Switch,12,2,0,
Steve,Jennum,,"5' 10""",215 lbs.,--,Orthodox,2,3,0,
Ryan,Jensen,,"6' 1""",185 lbs.,"76.0""",Orthodox,21,8,0,
Kyle,Jensen,,"5' 9""",170 lbs.,--,Orthodox,4,11,2,
Chan-Mi,Jeon,,"5' 5""",115 lbs.,--,Orthodox,5,2,0,
Maciej,Jewtuszko,Irokez,"6' 0""",155 lbs.,--,Southpaw,12,3,0,
Ronald,Jhun,The Machine Gun,"5' 11""",170 lbs.,--,Orthodox,24,26,2,
Baergeng,Jieleyisi,,"5' 9""",135 lbs.,"71.0""",Orthodox,12,4,0,
Gilbert,Jimenez,,--,155 lbs.,--,,8,12,1,
Art,Jimmerson,,"6' 1""",196 lbs.,--,Orthodox,0,1,0,
Ryan,Jimmo,The Big Deal,"6' 1""",205 lbs.,"73.0""",Orthodox,19,5,0,
Jinensibieke,Asikeerbai,,"5' 6""",155 lbs.,"69.0""",Orthodox,36,11,0,
,Jiniushiyue,Little King Kong,"5' 8""",125 lbs.,"69.0""",Southpaw,12,2,0,
Sung Bin,Jo,Korean Falcon,"6' 0""",145 lbs.,"72.0""",Orthodox,9,1,0,
Carls,John De Tomas,,"5' 5""",125 lbs.,"71.0""",Southpaw,6,2,0,
Phil,Johns,,"5' 2""",170 lbs.,--,Southpaw,30,14,1,
Brett,Johns,The Pikey,"5' 7""",135 lbs.,"71.0""",Orthodox,17,2,0,
Miles,Johns,Chapo,"5' 7""",135 lbs.,"66.0""",Orthodox,13,2,0,
Anthony,Johnson,Rumble,"6' 2""",205 lbs.,"78.0""",Orthodox,22,6,0,
DaMarques,Johnson,Darkness,"6' 1""",170 lbs.,"75.0""",Orthodox,15,15,0,
Devin,Johnson,,--,--,--,,1,1,1,
Travis,Johnson,,--,205 lbs.,--,,0,1,0,
Ricky,Johnson,,"5' 8""",145 lbs.,--,Orthodox,10,6,0,
Tony,Johnson,,"6' 2""",205 lbs.,"76.0""",Orthodox,7,2,0,
Lavar,Johnson,Big,"6' 4""",240 lbs.,"82.0""",Orthodox,18,10,0,
Demetrious,Johnson,Mighty Mouse,"5' 3""",125 lbs.,"66.0""",Orthodox,27,3,1,
Michael,Johnson,The Menace,"5' 10""",155 lbs.,"73.0""",Southpaw,22,19,0,
Deshaun,Johnson,,--,167 lbs.,--,,6,9,0,
Kajan,Johnson,Ragin',"5' 11""",155 lbs.,"75.0""",Orthodox,23,13,1,
Dashon,Johnson,Flyboy,"5' 7""",145 lbs.,--,Orthodox,9,2,0,
Timothy,Johnson,,"6' 3""",265 lbs.,"77.0""",Southpaw,12,4,0,
Tony,Johnson,,"6' 1""",265 lbs.,--,,11,3,0,
Jordan,Johnson,,"6' 2""",205 lbs.,"79.0""",Orthodox,10,0,0,
Taylor,Johnson,Tombstone,"6' 0""",185 lbs.,"74.0""",Switch,5,1,0,
Chad,Johnson,Big Rigg,"6' 2""",230 lbs.,"80.0""",Orthodox,6,2,0,
Jose,Johnson,Lobo Solitario,"6' 0""",135 lbs.,"71.0""",Orthodox,15,7,0,
Charles,Johnson,InnerG,"5' 9""",125 lbs.,"70.0""",Switch,13,5,0,
Brian,Johnston,,"6' 3""",230 lbs.,--,Orthodox,5,5,0,
Liana,Jojua,She Wolf,"5' 4""",125 lbs.,"62.0""",Orthodox,8,5,0,
Daniel,Jolly,The Werewolf of Texas,"6' 1""",205 lbs.,"75.0""",Orthodox,5,3,0,
Paul,Jones,,"5' 9""",199 lbs.,--,Orthodox,11,1,1,
Jon,Jones,Bones,"6' 4""",248 lbs.,"84.0""",Orthodox,27,1,0,
Nathan,Jones,,"6' 11""",345 lbs.,--,Orthodox,0,1,0,
Marcus,Jones,The Darkness,"6' 6""",265 lbs.,--,Orthodox,4,2,0,
Carlton,Jones,,"6' 1""",225 lbs.,--,Orthodox,1,4,0,
Jesse,Jones,,"5' 9""",170 lbs.,--,,2,1,0,
